VendorID,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tolls_amount,improvement_surcharge,congestion_surcharge,airport_fee,pickup_hour,pickup_dayofweek,pickup_month,is_weekend,trip_duration_min,avg_speed_mph
2,1.0,10.47,1.0,48.0,169.0,2.0,45.7,1.0,0.5,0.0,1.0,2.5,0.0,20,2,1,0,27.133333333333333,23.152334152334156
2,1.0,0.89,1.0,230.0,161.0,2.0,8.6,0.0,0.5,0.0,1.0,2.5,0.0,8,2,1,0,8.716666666666667,6.126195028680688
2,2.0,1.4,1.0,230.0,170.0,1.0,12.8,0.0,0.5,0.0,1.0,2.5,0.0,19,6,1,1,13.283333333333333,6.323713927227101
2,1.0,0.74,1.0,79.0,79.0,2.0,7.2,0.0,0.5,0.0,1.0,2.5,0.0,11,3,1,0,6.85,6.481751824817518
2,1.0,1.62,1.0,162.0,164.0,1.0,11.4,0.0,0.5,0.0,1.0,2.5,0.0,11,3,1,0,10.15,9.576354679802957
2,1.0,1.73,1.0,234.0,163.0,1.0,14.2,0.0,0.5,0.0,1.0,2.5,0.0,15,4,1,0,14.6,7.109589041095891
1,1.0,1.0,1.0,141.0,229.0,1.0,7.2,2.5,0.5,0.0,1.0,2.5,0.0,11,5,1,1,4.716666666666667,12.720848056537102
2,1.0,4.54,1.0,142.0,79.0,1.0,28.2,0.0,0.5,0.0,1.0,2.5,0.0,16,5,1,1,29.2,9.328767123287673
2,1.0,1.34,1.0,137.0,79.0,1.0,7.9,1.0,0.5,0.0,1.0,2.5,0.0,3,5,1,1,5.3,15.169811320754718
2,1.0,8.78,1.0,138.0,166.0,1.0,41.5,5.0,0.5,6.55,1.0,0.0,1.25,13,2,1,0,28.833333333333332,18.270520231213872
2,1.0,0.17,1.0,237.0,237.0,1.0,5.1,1.0,0.5,0.0,1.0,2.5,0.0,21,3,1,0,2.933333333333333,3.477272727272728
1,1.0,12.2,1.0,132.0,91.0,1.0,49.9,1.25,0.5,0.0,1.0,0.0,1.25,14,4,1,0,34.68333333333333,21.105237866410377
2,1.0,1.05,1.0,113.0,90.0,1.0,8.6,0.0,0.5,0.0,1.0,2.5,0.0,16,6,1,1,6.766666666666667,9.310344827586206
2,1.0,1.62,1.0,158.0,79.0,1.0,12.1,1.0,0.5,0.0,1.0,2.5,0.0,1,5,1,1,10.333333333333334,9.406451612903226
1,1.0,0.7,1.0,141.0,236.0,1.0,8.6,2.5,0.5,0.0,1.0,2.5,0.0,10,3,1,0,7.366666666666666,5.701357466063348
2,1.0,4.76,5.0,223.0,74.0,1.0,40.0,0.0,0.0,6.55,1.0,0.0,0.0,21,4,1,0,8.433333333333334,33.86561264822134
2,3.0,0.64,1.0,237.0,162.0,1.0,7.9,0.0,0.5,0.0,1.0,2.5,0.0,9,3,1,0,6.816666666666666,5.6332518337408315
2,1.0,1.47,1.0,50.0,100.0,1.0,11.4,0.0,0.5,0.0,1.0,2.5,0.0,8,3,1,0,10.033333333333333,8.790697674418604
2,1.0,0.98,1.0,263.0,75.0,1.0,7.9,0.0,0.5,0.0,1.0,2.5,0.0,7,0,1,0,5.9,9.966101694915253
2,1.0,0.93,1.0,164.0,234.0,1.0,7.9,0.0,0.5,0.0,1.0,2.5,0.0,11,3,1,0,6.4,8.71875
1,1.0,2.0,1.0,140.0,236.0,1.0,11.4,2.5,0.5,0.0,1.0,2.5,0.0,15,5,1,1,10.966666666666667,10.94224924012158
1,1.0,2.8,1.0,162.0,144.0,2.0,18.4,5.0,0.5,0.0,1.0,2.5,0.0,16,3,1,0,21.533333333333335,7.8018575851393175
2,5.0,1.35,1.0,75.0,74.0,2.0,9.3,2.5,0.5,0.0,1.0,0.0,0.0,17,2,1,0,6.633333333333334,12.21105527638191
2,1.0,3.37,1.0,236.0,137.0,1.0,17.7,0.0,0.5,0.0,1.0,2.5,0.0,12,2,1,0,13.566666666666666,14.904176904176905
2,1.0,1.87,1.0,116.0,151.0,2.0,10.0,0.0,0.5,0.0,1.0,0.0,0.0,7,2,1,0,6.316666666666666,17.762532981530345
2,1.0,2.71,1.0,164.0,163.0,1.0,18.4,1.0,0.5,0.0,1.0,2.5,0.0,20,6,1,1,19.35,8.403100775193797
2,1.0,21.02,2.0,132.0,239.0,2.0,70.0,0.0,0.5,6.55,1.0,2.5,1.25,21,5,1,1,38.56666666666667,32.70181503889369
2,1.0,1.84,1.0,151.0,41.0,1.0,13.5,0.0,0.5,0.0,1.0,0.0,0.0,15,3,1,0,12.366666666666667,8.927223719676551
2,1.0,8.23,1.0,132.0,86.0,2.0,34.5,1.0,0.5,0.0,1.0,0.0,0.0,2,0,1,0,19.533333333333335,25.279863481228666
1,1.0,1.8,1.0,113.0,233.0,1.0,10.0,3.5,0.5,0.0,1.0,2.5,0.0,23,0,1,0,7.25,14.89655172413793
1,1.0,1.3,1.0,90.0,161.0,1.0,10.0,2.5,0.5,0.0,1.0,2.5,0.0,11,4,1,0,8.433333333333334,9.24901185770751
2,5.0,3.5,1.0,261.0,68.0,1.0,18.4,0.0,0.5,0.0,1.0,2.5,0.0,15,0,1,0,13.25,15.849056603773585
2,1.0,0.38,1.0,75.0,75.0,1.0,5.8,2.5,0.5,0.0,1.0,2.5,0.0,16,4,1,0,4.0,5.7
2,1.0,3.87,1.0,140.0,113.0,1.0,26.1,0.0,0.5,0.0,1.0,2.5,0.0,15,1,1,0,28.733333333333334,8.081206496519721
2,1.0,1.08,1.0,229.0,137.0,1.0,7.2,1.0,0.5,0.0,1.0,2.5,0.0,20,0,1,0,5.3,12.226415094339623
2,1.0,0.91,1.0,90.0,234.0,1.0,6.5,0.0,0.5,0.0,1.0,2.5,0.0,13,1,1,0,3.7666666666666666,14.495575221238939
2,1.0,7.29,1.0,90.0,74.0,1.0,32.4,2.5,0.5,0.0,1.0,2.5,0.0,17,3,1,0,23.633333333333333,18.507757404795488
2,1.0,4.51,1.0,143.0,107.0,1.0,23.3,0.0,0.5,0.0,1.0,2.5,0.0,14,6,1,1,19.566666666666666,13.829642248722315
2,1.0,1.33,1.0,127.0,127.0,2.0,18.4,0.0,0.5,0.0,1.0,0.0,0.0,7,3,1,0,21.983333333333334,3.6300227445034117
2,2.0,1.32,1.0,148.0,107.0,1.0,11.4,1.0,0.5,0.0,1.0,2.5,0.0,23,5,1,1,10.483333333333333,7.554848966613674
2,2.0,3.76,1.0,237.0,113.0,1.0,25.4,0.0,0.5,0.0,1.0,2.5,0.0,17,6,1,1,25.866666666666667,8.721649484536082
2,1.0,1.42,1.0,249.0,79.0,1.0,10.7,1.0,0.5,0.0,1.0,2.5,0.0,2,6,1,1,9.25,9.210810810810809
2,1.0,0.33,1.0,143.0,143.0,1.0,5.1,0.0,0.5,0.0,1.0,2.5,0.0,14,3,1,0,3.4166666666666665,5.795121951219513
2,2.0,1.91,1.0,161.0,249.0,1.0,11.4,2.5,0.5,0.0,1.0,2.5,0.0,17,1,1,0,9.183333333333334,12.47912885662432
1,4.0,11.4,1.0,138.0,230.0,1.0,45.0,8.75,0.5,6.55,1.0,2.5,1.25,11,0,1,0,24.366666666666667,28.071135430916552
2,1.0,11.52,1.0,132.0,37.0,2.0,49.2,1.0,0.5,0.0,1.0,0.0,1.25,0,3,1,0,34.53333333333333,20.015444015444018
2,2.0,3.16,1.0,231.0,246.0,1.0,17.0,0.0,0.5,0.0,1.0,2.5,0.0,13,3,1,0,13.416666666666666,14.131677018633543
1,1.0,4.3,1.0,114.0,181.0,1.0,23.3,5.0,0.5,0.0,1.0,2.5,0.0,19,3,1,0,25.3,10.197628458498023
2,1.0,6.31,1.0,132.0,28.0,2.0,25.4,1.0,0.5,0.0,1.0,0.0,1.25,23,2,1,0,10.6,35.71698113207547
2,5.0,0.9,1.0,170.0,48.0,1.0,7.2,1.0,0.5,0.0,1.0,2.5,0.0,23,6,1,1,4.983333333333333,10.836120401337793
2,1.0,2.64,1.0,162.0,144.0,1.0,16.3,0.0,0.5,0.0,1.0,2.5,0.0,19,6,1,1,13.85,11.436823104693142
2,1.0,1.6,1.0,262.0,163.0,2.0,11.4,0.0,0.5,0.0,1.0,2.5,0.0,12,1,1,0,10.516666666666667,9.1283676703645
2,1.0,1.77,1.0,246.0,107.0,2.0,12.1,2.5,0.5,0.0,1.0,2.5,0.0,18,2,1,0,12.45,8.530120481927712
2,1.0,1.09,1.0,229.0,43.0,2.0,10.0,0.0,0.5,0.0,1.0,2.5,0.0,12,5,1,1,8.933333333333334,7.320895522388059
2,1.0,2.18,1.0,237.0,164.0,1.0,16.3,0.0,0.5,0.0,1.0,2.5,0.0,11,1,1,0,15.0,8.72
2,1.0,1.92,1.0,79.0,90.0,1.0,17.0,1.0,0.5,0.0,1.0,2.5,0.0,23,5,1,1,18.716666666666665,6.154942119323242
2,1.0,2.01,1.0,141.0,170.0,1.0,23.3,0.0,0.5,0.0,1.0,2.5,0.0,13,1,1,0,27.95,4.314847942754919
1,2.0,2.2,1.0,114.0,161.0,2.0,12.8,2.5,0.5,0.0,1.0,2.5,0.0,17,6,1,1,12.666666666666666,10.421052631578949
2,2.0,0.28,1.0,236.0,236.0,1.0,4.4,0.0,0.5,0.0,1.0,2.5,0.0,11,6,1,1,2.0166666666666666,8.330578512396695
1,1.0,1.0,1.0,237.0,163.0,1.0,7.9,2.5,0.5,0.0,1.0,2.5,0.0,7,2,1,0,5.866666666666666,10.227272727272728
2,1.0,20.55,3.0,262.0,237.0,2.0,99.3,1.0,0.0,0.0,1.0,0.0,0.0,5,5,1,1,36.0,34.25
2,2.0,2.12,1.0,161.0,239.0,1.0,14.9,0.0,0.5,0.0,1.0,2.5,0.0,17,6,1,1,13.533333333333333,9.399014778325123
2,2.0,17.82,2.0,141.0,132.0,1.0,70.0,0.0,0.5,0.0,1.0,2.5,0.0,14,3,1,0,68.08333333333333,15.704283965728274
2,1.0,0.8,1.0,74.0,75.0,2.0,5.8,2.5,0.5,0.0,1.0,0.0,0.0,17,4,1,0,3.6166666666666667,13.27188940092166
2,3.0,1.22,1.0,170.0,79.0,2.0,12.1,0.0,0.5,0.0,1.0,2.5,0.0,18,5,1,1,12.0,6.1
1,1.0,1.3,1.0,137.0,79.0,1.0,7.2,5.0,0.5,0.0,1.0,2.5,0.0,19,2,1,0,4.6,16.956521739130437
1,1.0,2.0,1.0,43.0,163.0,1.0,11.4,2.5,0.5,0.0,1.0,2.5,0.0,12,0,1,0,8.916666666666666,13.457943925233645
1,1.0,6.8,1.0,162.0,13.0,1.0,31.7,5.0,0.5,0.0,1.0,2.5,0.0,18,3,1,0,27.383333333333333,14.899573950091296
2,1.0,2.58,1.0,161.0,68.0,1.0,21.2,0.0,0.5,0.0,1.0,2.5,0.0,15,3,1,0,24.05,6.436590436590437
2,1.0,1.13,1.0,170.0,230.0,1.0,10.0,0.0,0.5,0.0,1.0,2.5,0.0,9,2,1,0,9.5,7.136842105263158
2,1.0,1.02,1.0,164.0,162.0,1.0,10.0,0.0,0.5,0.0,1.0,2.5,0.0,11,3,1,0,9.5,6.442105263157895
2,1.0,0.49,1.0,239.0,239.0,1.0,5.1,0.0,0.5,0.0,1.0,2.5,0.0,12,5,1,1,2.9166666666666665,10.08
2,1.0,1.27,1.0,238.0,142.0,1.0,7.2,0.0,0.5,0.0,1.0,2.5,0.0,13,0,1,0,3.7,20.594594594594593
2,1.0,4.53,1.0,144.0,140.0,1.0,24.0,0.0,0.5,0.0,1.0,2.5,0.0,11,2,1,0,18.383333333333333,14.785131459655487
2,3.0,0.67,1.0,164.0,170.0,2.0,6.5,1.0,0.5,0.0,1.0,2.5,0.0,22,6,1,1,4.75,8.463157894736844
2,1.0,0.59,1.0,262.0,262.0,1.0,6.5,2.5,0.5,0.0,1.0,2.5,0.0,18,4,1,0,4.833333333333333,7.324137931034483
2,1.0,2.14,1.0,144.0,68.0,1.0,14.2,0.0,0.5,0.0,1.0,2.5,0.0,15,4,1,0,12.8,10.03125
1,1.0,0.7,1.0,166.0,151.0,1.0,6.5,2.5,0.5,0.0,1.0,0.0,0.0,17,2,1,0,3.6333333333333333,11.559633027522935
1,1.0,1.4,1.0,238.0,143.0,1.0,12.1,2.5,0.5,0.0,1.0,2.5,0.0,14,4,1,0,15.25,5.508196721311475
1,1.0,1.0,1.0,234.0,68.0,1.0,9.3,2.5,0.5,0.0,1.0,2.5,0.0,10,1,1,0,10.766666666666667,5.572755417956656
1,1.0,2.3,1.0,142.0,186.0,1.0,14.2,2.5,0.5,0.0,1.0,2.5,0.0,13,6,1,1,12.166666666666666,11.342465753424657
2,1.0,4.4,1.0,224.0,142.0,1.0,24.0,1.0,0.5,0.0,1.0,2.5,0.0,1,6,1,1,19.983333333333334,13.211009174311927
2,1.0,2.73,1.0,170.0,140.0,1.0,18.4,2.5,0.5,0.0,1.0,2.5,0.0,17,3,1,0,19.066666666666666,8.590909090909092
2,1.0,1.24,1.0,137.0,234.0,1.0,8.6,2.5,0.5,0.0,1.0,2.5,0.0,18,3,1,0,6.116666666666666,12.163487738419619
2,1.0,0.73,1.0,236.0,236.0,1.0,7.2,2.5,0.5,0.0,1.0,2.5,0.0,18,3,1,0,5.516666666666667,7.9395770392749245
2,1.0,1.36,1.0,236.0,239.0,1.0,9.3,0.0,0.5,0.0,1.0,2.5,0.0,9,5,1,1,7.55,10.807947019867552
1,3.0,3.2,1.0,107.0,262.0,1.0,14.9,3.5,0.5,0.0,1.0,2.5,0.0,4,6,1,1,9.716666666666667,19.759862778730703
2,1.0,1.32,1.0,141.0,43.0,1.0,9.3,0.0,0.5,0.0,1.0,2.5,0.0,10,6,1,1,6.983333333333333,11.34128878281623
2,3.0,3.46,1.0,264.0,264.0,2.0,24.0,0.0,0.5,0.0,1.0,2.5,0.0,15,1,1,0,25.166666666666668,8.249006622516555
2,1.0,8.46,1.0,90.0,168.0,2.0,35.9,0.0,0.5,0.0,1.0,2.5,0.0,7,5,1,1,21.583333333333332,23.51814671814672
2,1.0,1.56,1.0,170.0,163.0,2.0,11.5,0.5,0.5,0.0,0.3,2.5,0.0,20,5,1,1,17.516666666666666,5.3434823977164605
2,1.0,1.94,1.0,68.0,143.0,1.0,9.3,1.0,0.5,0.0,1.0,2.5,0.0,22,6,1,1,4.816666666666666,24.166089965397926
2,1.0,18.31,2.0,132.0,68.0,1.0,70.0,0.0,0.5,6.55,1.0,2.5,1.25,10,0,1,0,56.7,19.375661375661373
1,1.0,1.0,1.0,125.0,249.0,1.0,7.2,5.0,0.5,0.0,1.0,2.5,0.0,18,1,1,0,5.25,11.428571428571429
2,2.0,17.04,2.0,132.0,230.0,1.0,70.0,5.0,0.5,6.55,1.0,2.5,1.25,16,2,1,0,47.18333333333333,21.66866831508301
2,1.0,16.72,2.0,107.0,132.0,1.0,70.0,0.0,0.5,6.55,1.0,2.5,0.0,5,6,1,1,27.866666666666667,36.0
1,1.0,2.1,1.0,230.0,158.0,1.0,13.5,3.5,0.5,0.0,1.0,2.5,0.0,3,4,1,0,11.233333333333333,11.216617210682495
2,1.0,0.9,1.0,90.0,113.0,1.0,7.9,0.0,0.5,0.0,1.0,2.5,0.0,16,5,1,1,7.15,7.5524475524475525
1,2.0,1.6,1.0,48.0,143.0,1.0,9.3,3.5,0.5,0.0,1.0,2.5,0.0,21,5,1,1,6.283333333333333,15.278514588859418
1,2.0,1.5,1.0,48.0,246.0,1.0,8.6,3.5,0.5,0.0,1.0,2.5,0.0,23,6,1,1,6.416666666666667,14.025974025974024
2,1.0,1.0,1.0,239.0,142.0,1.0,9.3,2.5,0.5,0.0,1.0,2.5,0.0,18,2,1,0,7.866666666666666,7.627118644067798
2,1.0,20.4,2.0,132.0,238.0,1.0,70.0,0.0,0.5,6.55,1.0,0.0,1.25,10,2,1,0,42.06666666666667,29.096671949286844
2,1.0,1.45,1.0,143.0,237.0,2.0,10.7,0.0,0.5,0.0,1.0,2.5,0.0,13,3,1,0,8.516666666666667,10.215264187866927
1,1.0,4.8,1.0,142.0,116.0,1.0,25.4,2.5,0.5,0.0,1.0,2.5,0.0,18,6,1,1,21.116666666666667,13.638516179952644
2,2.0,1.96,1.0,262.0,43.0,1.0,13.5,0.0,0.5,0.0,1.0,2.5,0.0,8,4,1,0,12.8,9.1875
1,1.0,1.7,1.0,151.0,42.0,1.0,10.0,1.0,0.5,0.0,1.0,0.0,0.0,1,6,1,1,7.983333333333333,12.77661795407098
1,4.0,0.8,1.0,211.0,45.0,1.0,7.9,3.5,0.5,0.0,1.0,2.5,0.0,21,1,1,0,6.066666666666666,7.912087912087912
2,1.0,2.47,1.0,141.0,146.0,1.0,12.8,0.0,0.5,0.0,1.0,2.5,0.0,10,2,1,0,8.483333333333333,17.46954813359529
2,1.0,7.46,1.0,264.0,198.0,2.0,32.4,7.5,0.5,0.0,1.0,0.0,1.25,19,1,1,0,22.216666666666665,20.1470367591898
2,1.0,1.21,1.0,231.0,249.0,1.0,7.2,1.0,0.5,0.0,1.0,2.5,0.0,23,5,1,1,5.716666666666667,12.699708454810494
1,1.0,21.2,2.0,132.0,243.0,1.0,70.0,1.25,0.5,6.55,1.0,0.0,1.25,10,3,1,0,49.516666666666666,25.688320430831368
1,1.0,3.6,1.0,234.0,239.0,1.0,24.7,2.5,0.5,0.0,1.0,2.5,0.0,10,1,1,0,27.916666666666668,7.737313432835821
2,1.0,22.23,2.0,132.0,261.0,1.0,70.0,0.0,0.5,6.55,1.0,2.5,1.25,15,6,1,1,39.8,33.51256281407035
1,1.0,0.7,1.0,186.0,68.0,1.0,5.8,3.5,0.5,0.0,1.0,2.5,0.0,22,0,1,0,5.15,8.15533980582524
1,1.0,15.5,1.0,138.0,166.0,1.0,59.0,7.25,0.5,6.55,1.0,0.0,1.25,23,2,1,0,17.6,52.84090909090909
1,1.0,0.9,1.0,48.0,163.0,1.0,6.5,2.5,0.5,0.0,1.0,2.5,0.0,10,3,1,0,5.75,9.391304347826086
1,1.0,0.4,1.0,142.0,143.0,1.0,5.1,2.5,0.5,0.0,1.0,2.5,0.0,9,0,1,0,3.45,6.956521739130435
2,4.0,1.26,1.0,141.0,229.0,1.0,10.7,2.5,0.5,0.0,1.0,2.5,0.0,18,3,1,0,9.35,8.085561497326204
2,1.0,0.45,1.0,142.0,48.0,2.0,5.8,0.0,0.5,0.0,1.0,2.5,0.0,6,3,1,0,3.85,7.012987012987013
1,1.0,17.0,2.0,132.0,100.0,1.0,70.0,3.75,0.5,6.55,1.0,2.5,1.25,20,1,1,0,28.05,36.36363636363636
2,1.0,0.68,1.0,238.0,238.0,1.0,6.5,0.0,0.5,0.0,1.0,2.5,0.0,11,6,1,1,4.4,9.272727272727273
2,2.0,0.67,1.0,237.0,162.0,2.0,7.9,0.0,0.5,0.0,1.0,2.5,0.0,17,6,1,1,7.0,5.742857142857143
2,3.0,0.98,1.0,161.0,186.0,1.0,10.7,0.0,0.5,0.0,1.0,2.5,0.0,17,0,1,0,10.9,5.394495412844036
1,2.0,0.3,1.0,237.0,237.0,1.0,4.4,2.5,0.5,0.0,1.0,2.5,0.0,22,2,1,0,1.5666666666666667,11.48936170212766
2,3.0,4.58,1.0,48.0,24.0,1.0,24.7,1.0,0.5,0.0,1.0,2.5,0.0,22,5,1,1,19.783333333333335,13.890480202190394
2,1.0,2.72,1.0,164.0,142.0,1.0,17.0,0.0,0.5,0.0,1.0,2.5,0.0,13,6,1,1,16.833333333333332,9.695049504950495
1,1.0,5.6,1.0,138.0,145.0,1.0,26.8,6.25,0.5,0.0,1.0,0.0,1.25,15,4,1,0,25.85,12.99806576402321
2,2.0,16.39,2.0,264.0,264.0,1.0,70.0,0.0,0.5,6.55,1.0,0.0,1.25,9,2,1,0,42.983333333333334,22.87863512989531
2,4.0,3.97,1.0,87.0,100.0,2.0,21.2,0.0,0.5,0.0,1.0,2.5,0.0,12,0,1,0,19.4,12.278350515463918
2,2.0,2.91,1.0,107.0,141.0,1.0,14.9,0.0,0.5,0.0,1.0,2.5,0.0,15,5,1,1,11.866666666666667,14.713483146067416
2,1.0,1.21,1.0,229.0,237.0,1.0,7.2,0.0,0.5,0.0,1.0,2.5,0.0,11,5,1,1,4.433333333333334,16.375939849624057
2,1.0,3.94,1.0,132.0,219.0,2.0,19.1,2.5,0.5,0.0,1.0,0.0,1.25,17,3,1,0,13.85,17.068592057761734
2,1.0,1.26,1.0,230.0,100.0,2.0,10.7,0.0,0.5,0.0,1.0,2.5,0.0,13,3,1,0,10.6,7.132075471698113
2,1.0,2.31,1.0,48.0,233.0,1.0,12.8,1.0,0.5,0.0,1.0,2.5,0.0,2,5,1,1,9.483333333333333,14.615114235500881
2,1.0,2.16,1.0,234.0,229.0,1.0,13.5,1.0,0.5,0.0,1.0,2.5,0.0,20,5,1,1,13.283333333333333,9.756587202007529
2,1.0,1.58,1.0,164.0,114.0,1.0,12.1,1.0,0.5,0.0,1.0,2.5,0.0,0,6,1,1,10.55,8.985781990521327
1,1.0,17.6,2.0,132.0,161.0,2.0,70.0,3.75,0.5,6.55,1.0,2.5,1.25,9,4,1,0,49.9,21.1623246492986
2,1.0,0.49,1.0,236.0,236.0,2.0,5.8,0.0,0.5,0.0,1.0,2.5,0.0,13,1,1,0,4.033333333333333,7.289256198347107
2,1.0,3.1,1.0,233.0,143.0,1.0,18.4,1.0,0.5,0.0,1.0,2.5,0.0,0,5,1,1,16.966666666666665,10.962671905697448
2,1.0,1.36,1.0,113.0,211.0,1.0,10.0,0.0,0.5,0.0,1.0,2.5,0.0,15,1,1,0,8.766666666666667,9.307984790874524
2,1.0,0.93,1.0,161.0,230.0,2.0,12.8,2.5,0.5,0.0,1.0,2.5,0.0,17,2,1,0,13.733333333333333,4.0631067961165055
2,1.0,3.08,1.0,140.0,234.0,1.0,18.4,0.0,0.5,0.0,1.0,2.5,0.0,9,3,1,0,13.983333333333333,13.215733015494637
1,1.0,1.8,1.0,234.0,79.0,1.0,10.7,5.0,0.5,0.0,1.0,2.5,0.0,19,2,1,0,9.4,11.48936170212766
1,1.0,9.9,1.0,138.0,48.0,1.0,42.9,11.25,0.5,6.55,1.0,2.5,1.25,19,4,1,0,30.733333333333334,19.327548806941433
1,4.0,6.9,1.0,43.0,158.0,1.0,33.8,2.5,0.5,0.0,1.0,2.5,0.0,14,5,1,1,26.166666666666668,15.821656050955415
1,2.0,0.9,1.0,231.0,231.0,1.0,6.5,3.5,0.5,0.0,1.0,2.5,0.0,0,1,1,0,4.633333333333334,11.654676258992804
2,2.0,3.31,1.0,230.0,231.0,2.0,19.1,2.5,0.5,0.0,1.0,2.5,0.0,16,2,1,0,18.366666666666667,10.81306715063521
2,1.0,0.73,1.0,262.0,262.0,1.0,5.8,0.0,0.5,0.0,1.0,2.5,0.0,11,0,1,0,3.216666666666667,13.616580310880828
2,1.0,1.14,1.0,262.0,141.0,1.0,8.6,1.0,0.5,0.0,1.0,2.5,0.0,1,6,1,1,6.683333333333334,10.23441396508728
1,2.0,1.8,1.0,237.0,75.0,1.0,14.2,2.5,0.5,0.0,1.0,2.5,0.0,9,0,1,0,14.366666666666667,7.517401392111369
1,1.0,2.1,1.0,237.0,68.0,1.0,12.8,2.5,0.5,0.0,1.0,2.5,0.0,15,1,1,0,13.616666666666667,9.253365973072215
2,1.0,2.08,1.0,43.0,24.0,2.0,13.5,0.0,0.5,0.0,1.0,2.5,0.0,16,0,1,0,11.833333333333334,10.546478873239435
2,2.0,0.85,1.0,148.0,144.0,1.0,8.6,1.0,0.5,0.0,1.0,2.5,0.0,1,2,1,0,6.433333333333334,7.927461139896372
2,4.0,0.88,1.0,262.0,237.0,1.0,7.2,0.0,0.5,0.0,1.0,2.5,0.0,13,0,1,0,4.983333333333333,10.595317725752507
2,1.0,7.26,1.0,138.0,256.0,1.0,30.3,6.0,0.5,0.0,1.0,0.0,1.25,0,2,1,0,13.416666666666666,32.46708074534162
2,2.0,17.57,2.0,230.0,132.0,1.0,70.0,0.0,0.5,6.55,1.0,2.5,0.0,8,3,1,0,60.53333333333333,17.415198237885463
2,1.0,4.51,1.0,79.0,263.0,1.0,21.2,1.0,0.5,0.0,1.0,2.5,0.0,21,3,1,0,18.266666666666666,14.813868613138688
2,3.0,5.04,1.0,48.0,45.0,2.0,21.5,0.0,0.5,0.0,0.3,2.5,0.0,9,0,1,0,30.3,9.98019801980198
2,1.0,4.43,1.0,170.0,231.0,2.0,21.9,0.0,0.5,0.0,1.0,2.5,0.0,7,0,1,0,15.4,17.25974025974026
1,1.0,2.0,1.0,237.0,75.0,1.0,13.5,2.5,0.5,0.0,1.0,2.5,0.0,9,0,1,0,13.716666666666667,8.748481166464154
1,1.0,1.5,1.0,239.0,151.0,1.0,9.3,5.0,0.5,0.0,1.0,2.5,0.0,18,4,1,0,7.083333333333333,12.705882352941178
2,1.0,1.97,1.0,186.0,224.0,1.0,11.4,1.0,0.5,0.0,1.0,2.5,0.0,22,0,1,0,9.6,12.3125
2,1.0,17.1,2.0,132.0,100.0,1.0,70.0,5.0,0.5,6.55,1.0,2.5,1.25,18,1,1,0,40.9,25.085574572127143
2,1.0,1.75,1.0,142.0,186.0,2.0,11.4,0.0,0.5,0.0,1.0,2.5,0.0,13,5,1,1,9.9,10.606060606060606
2,5.0,0.68,1.0,237.0,237.0,1.0,5.8,1.0,0.5,0.0,1.0,2.5,0.0,0,6,1,1,2.7666666666666666,14.746987951807231
1,1.0,17.4,2.0,132.0,232.0,1.0,70.0,3.75,0.5,0.0,1.0,2.5,1.25,2,2,1,0,24.15,43.22981366459627
2,1.0,0.96,1.0,162.0,140.0,1.0,8.6,0.0,0.5,0.0,1.0,2.5,0.0,10,1,1,0,7.7,7.48051948051948
2,1.0,5.34,1.0,158.0,237.0,1.0,25.4,1.0,0.5,0.0,1.0,2.5,0.0,3,6,1,1,20.716666666666665,15.465808527755431
2,1.0,1.82,1.0,161.0,236.0,1.0,12.1,2.5,0.5,0.0,1.0,2.5,0.0,16,1,1,0,11.1,9.837837837837839
2,1.0,1.57,1.0,237.0,236.0,1.0,10.0,1.0,0.5,0.0,1.0,2.5,0.0,21,0,1,0,6.366666666666666,14.795811518324609
2,1.0,4.39,1.0,234.0,238.0,1.0,22.6,0.0,0.5,0.0,1.0,2.5,0.0,9,5,1,1,18.466666666666665,14.263537906137184
2,1.0,2.6,1.0,142.0,41.0,2.0,13.5,2.5,0.5,0.0,1.0,2.5,0.0,18,4,1,0,9.9,15.757575757575758
2,1.0,5.15,1.0,125.0,262.0,1.0,26.8,2.5,0.5,0.0,1.0,2.5,0.0,20,3,1,0,23.016666666666666,13.425054308472124
2,1.0,5.89,1.0,50.0,87.0,1.0,28.9,0.0,0.5,0.0,1.0,2.5,0.0,12,1,1,0,21.933333333333334,16.112462006079024
2,1.0,1.43,1.0,137.0,100.0,1.0,12.8,0.0,0.5,0.0,1.0,2.5,0.0,12,0,1,0,12.95,6.625482625482626
1,1.0,1.8,1.0,107.0,161.0,1.0,11.4,2.5,0.5,0.0,1.0,2.5,0.0,9,0,1,0,9.766666666666667,11.058020477815699
1,2.0,2.4,1.0,163.0,230.0,2.0,13.5,5.0,0.5,0.0,1.0,2.5,0.0,18,1,1,0,7.35,19.591836734693878
1,2.0,2.9,1.0,79.0,170.0,1.0,16.3,2.5,0.5,0.0,1.0,2.5,0.0,18,6,1,1,13.666666666666666,12.731707317073171
2,1.0,2.14,1.0,79.0,231.0,1.0,14.2,1.0,0.5,0.0,1.0,2.5,0.0,3,6,1,1,12.866666666666667,9.979274611398964
2,1.0,1.94,1.0,79.0,233.0,1.0,9.3,1.0,0.5,0.0,1.0,2.5,0.0,0,3,1,0,4.633333333333334,25.122302158273378
2,1.0,1.94,1.0,230.0,140.0,1.0,12.8,1.0,0.5,0.0,1.0,2.5,0.0,20,3,1,0,11.716666666666667,9.934566145092461
